"","Species","GBIF_ID","mean_body_mass"
"4274","Spermophilus spilosoma",2437300,169.3
"4275","Spermophilus suslicus",2437323,252
"4276","Spermophilus tereticaudus",2437325,155.89
"4277","Spermophilus townsendii",2437313,200.886666666667
"4278","Spermophilus undulatus",2437312,700.2275
"4279","Spermophilus variegatus",2437329,663.03166665
"4280","Spermophilus washingtoni",2437314,209.045
"4281","Spermophilus xanthoprymnus",2437301,228.5
"4282","Sphaerias blanfordi",2432915,28.88
"4283","Sphaeronycteris toxophyllum",2433302,16.53
"4284","Sphiggurus insidiosus",2437606,998.32
"4285","Sphiggurus melanurus",4264792,1449.16
"4286","Sphiggurus mexicanus",2437603,2000
"4287","Sphiggurus pruinosus",4264798,736
"4288","Sphiggurus spinosus",2437605,750.78
"4289","Sphiggurus vestitus",2437607,736
"4290","Sphiggurus villosus",2437604,1750
"4291","Spilocuscus kraemeri",2440247,4155.23
"4292","Spilocuscus maculatus",9818309,4451.74333333333
"4293","Spilocuscus papuensis",2440246,4155.23
"4294","Spilocuscus rufoniger",2440248,6000
"4295","Spilogale angustifrons",2434825,612
"4296","Spilogale gracilis",2434835,612
"4297","Spilogale putorius",2434831,579.68625
"4298","Spilogale pygmaea",2434821,312.5
"4299","Steatomys bocagei",4263425,34.04
"4300","Steatomys caurinus",2438743,34.04
"4301","Steatomys krebsii",2438742,22.335
"4302","Steatomys opimus",4263426,37.5
"4303","Steatomys parvus",2438741,4.99
"4304","Steatomys pratensis",2438739,35.77
"4305","Stenella attenuata",5220050,110416.666666667
"4306","Stenella clymene",5220064,75000
"4307","Stenella coeruleoalba",5220055,113900
"4308","Stenella frontalis",5220045,99999.995
"4309","Stenella longirostris",5220060,62853.117835
"4310","Steno bredanensis",2440433,116125
"4311","Stenocephalemys albocaudata",2439016,144
"4312","Stenocephalemys griseicauda",2439017,85.75
"4313","Stenocephalemys ruppi",4264995,48.99
"4314","Stenoderma rufum",5218755,21.1
"4315","Stochomys longicaudatus",2438508,93.665
"4316","Sturnira aratathomasi",2433330,49.67
"4317","Sturnira bidens",2433323,18.05
"4318","Sturnira bogotensis",2433331,21
"4319","Sturnira erythromos",2433324,15.715
"4320","Sturnira lilium",2433327,20.6333333333333
"4321","Sturnira ludovici",2433332,21
"4322","Sturnira luisi",2433325,11.99
"4323","Sturnira magna",2433328,43.1
"4324","Sturnira mordax",2433333,11.79
"4325","Sturnira nana",2433326,6.64
"4326","Sturnira oporaphilum",4265407,21.495
"4327","Sturnira thomasi",2433329,15.46
"4328","Sturnira tildae",2433334,21.4725
"4329","Styloctenium wallacei",2432931,172.42
"4330","Stylodipus andrewsi",2439455,57.495
"4331","Stylodipus telum",2439453,57.495
"4332","Suncus aequatorius",2435519,8
"4333","Suncus etruscus",2435506,2.1325
"4334","Suncus fellowesgordoni",2435513,2.33
"4335","Suncus hosei",2435522,2.33
"4336","Suncus infinitesimus",2435507,4.4
"4337","Suncus lixus",2435523,8
"4338","Suncus madagascariensis",2435514,2.4
"4339","Suncus malayanus",2435524,2.4
"4340","Suncus megalura",2435510,5.38
"4341","Suncus montanus",2435515,45.87
"4342","Suncus murinus",2435520,47.705
"4343","Suncus remyi",2435525,4.03
"4344","Suncus varilla",2435518,4.99
"4345","Suncus zeylanicus",2435505,45.87
"4346","Sundamys infraluteus",2438464,418.5
"4347","Sundamys muelleri",2438465,384.62
"4348","Sundasciurus brookei",2437472,114.05
"4349","Sundasciurus davensis",2437481,264.3
"4350","Sundasciurus fraterculus",2437486,67
"4351","Sundasciurus hippurus",2437473,323.8225
"4352","Sundasciurus hoogstraali",2437478,264.3
"4353","Sundasciurus jentinki",2437482,264.3
"4354","Sundasciurus juvencus",2437474,264.3
"4355","Sundasciurus lowii",2437483,67
"4356","Sundasciurus mindanensis",2437475,264.3
"4357","Sundasciurus moellendorffi",2437479,264.3
"4358","Sundasciurus philippinensis",2437484,264.3
"4359","Sundasciurus rabori",2437476,264.3
"4360","Sundasciurus samarensis",2437485,225
"4361","Sundasciurus steerii",2437477,264.3
"4362","Sundasciurus tenuis",2437480,75
"4363","Surdisorex norae",2435503,23.57
"4364","Surdisorex polulus",2435502,16.28
"4365","Suricata suricatta",2434126,792.916666675
"4366","Sus ahoenobarbus",4262880,102750
"4367","Sus barbatus",2441222,102750
"4368","Sus cebifrons",2441215,102750
"4369","Sus celebensis",2441221,76000
"4370","Sus oliveri",4262887,102750
"4371","Sus philippensis",2441214,102750
"4372","Sus salvanius",2441220,8000
"4373","Sus scrofa",7705930,125200
"4374","Sus verrucosus",7985855,79351.5575
"4375","Syconycteris australis",2432982,17.025
"4376","Syconycteris carolinae",2432983,39.67
"4377","Syconycteris hobbit",2432981,20.06
"4378","Sylvicapra grimmia",2441187,17997.6666666667
"4379","Sylvilagus aquaticus",2436883,2163.5025
"4380","Sylvilagus audubonii",2436910,815.9225
"4381","Sylvilagus bachmani",2436846,711.1
"4382","Sylvilagus brasiliensis",2436860,966.685
"4383","Sylvilagus cognatus",2436882,1207.19
"4384","Sylvilagus cunicularius",2436918,2489.54
"4385","Sylvilagus dicei",2436906,986.74
"4386","Sylvilagus floridanus",2436886,1122.865
"4387","Sylvilagus graysoni",2436922,964.01
"4388","Sylvilagus insonus",2436921,2999.98
"4389","Sylvilagus mansuetus",2436858,707.67
"4390","Sylvilagus nuttallii",2436854,760
"4391","Sylvilagus palustris",2436840,1233
"4392","Sylvilagus robustus",2436907,1207.19
"4393","Sylvilagus transitionalis",2436905,985.066666666667
"4394","Sylvisorex johnstoni",2435796,3.19
"4395","Sylvisorex konganensis",2435808,5.15
"4396","Sylvisorex lunaris",2435802,18.78
"4397","Sylvisorex ollula",2435803,16.59
"4398","Sylvisorex oriundus",2435807,18.78
"4399","Sylvisorex vulcanorum",2435804,3.49
"4400","Symphalangus syndactylus",4267277,10889.8333333333
"4401","Synaptomys borealis",2438953,21.3
"4402","Synaptomys cooperi",2438954,34.79
"4403","Syncerus caffer",2441034,572294.33
"4404","Syntheosciurus brochus",2437452,137.47
"4405","Tachyglossus aculeatus",2433378,2940.85716075
"4406","Tachyoryctes ibeanus",4264689,202.25
"4407","Tachyoryctes macrocephalus",2438339,621.88
"4408","Tachyoryctes splendens",2438337,196.625
"4409","Tadarida aegyptiaca",2433016,18.75
"4410","Tadarida australis",2433013,36.4
"4411","Tadarida brasiliensis",2433011,12.575
"4412","Tadarida fulminans",2433015,33.89
"4413","Tadarida insignis",4266607,35
"4414","Tadarida kuboriensis",4266601,31.6
"4415","Tadarida latouchei",4266616,35
"4416","Tadarida lobata",2433012,30.39
"4417","Tadarida teniotis",2433009,35
"4418","Tadarida ventralis",2433014,37.43
"4419","Talpa altaica",2436157,113.69
"4420","Talpa caeca",8347063,71.08
"4421","Talpa caucasica",2436136,90.015
"4422","Talpa davidiana",2436158,81.98
"4423","Talpa europaea",7872906,92.3383333333333
"4424","Talpa levantis",2436131,71.08
"4425","Talpa occidentalis",2436152,87.53
"4426","Talpa romana",2436140,92.5
"4427","Talpa stankovici",2436128,90.015
"4428","Tamandua mexicana",2436335,4586.06375
"4429","Tamandua tetradactyla",2436340,4203.54931825
"4430","Tamias alpinus",2437442,38.435
"4431","Tamias amoenus",2437430,52.4666666666667
"4432","Tamias bulleri",2437440,100
"4433","Tamias canipes",2437423,66.05
"4434","Tamias cinereicollis",2437443,61.845
"4435","Tamias dorsalis",2437431,62.8
"4436","Tamias durangae",2437429,92.495
"4437","Tamias merriami",2437444,75.475
"4438","Tamias minimus",2437432,45.61875
"4439","Tamias obscurus",2437424,75
"4440","Tamias ochrogenys",9767716,84
"4441","Tamias palmeri",2437436,65.07
"4442","Tamias panamintinus",2437425,55.12
"4443","Tamias quadrimaculatus",2437446,86.035
"4444","Tamias quadrivittatus",2437437,57.81
"4445","Tamias ruficaudus",2437426,58.675
"4446","Tamias rufus",2437428,57.49
"4447","Tamias senex",2437447,84
"4448","Tamias sibiricus",2437450,85
"4449","Tamias siskiyou",2437427,75
"4450","Tamias sonomae",2437448,75
"4451","Tamias speciosus",2437439,64.8825
"4452","Tamias striatus",2437438,94.85
"4453","Tamias townsendii",2437449,77.54
"4454","Tamias umbrinus",2437441,51.75
"4455","Tamiasciurus douglasii",2437281,229.8
"4456","Tamiasciurus hudsonicus",2437282,206.075
"4457","Tamiasciurus mearnsi",2437280,229.8
"4458","Tamiops maritimus",2437264,66.77
"4459","Tamiops mcclellandii",7261516,45.84
"4460","Taphozous achates",7261649,25.99
"4461","Taphozous australis",5218739,24.215
"4462","Taphozous georgianus",5218743,26.215
"4463","Taphozous hamiltoni",5218734,39.15
"4464","Taphozous hildegardeae",5218735,29.37
"4465","Taphozous hilli",5218740,21.99
"4466","Taphozous kapalgensis",5218744,26.45
"4467","Taphozous longimanus",5218736,26.055
"4468","Taphozous mauritianus",5218741,27.97
"4469","Taphozous melanopogon",5218745,26.995
"4470","Taphozous nudiventris",5218737,33.245
"4471","Taphozous perforatus",5218742,24.215
"4472","Taphozous theobaldi",5218738,36.83
"4473","Taphozous troughtoni",5706796,27.475
"4474","Tapirella bairdii",8395500,300000
"4475","Tapirus bairdii",2440897,270000
"4476","Tapirus indicus",2440896,248125
"4477","Tapirus pinchaque",2440899,148950
"4478","Tapirus terrestris",2440898,206527.929733333
"4479","Tarsipes rostratus",2440056,9.62159217475
"4480","Tarsius bancanus",2436487,119.2225
"4481","Tarsius dentatus",4266947,141.71
"4482","Tarsius pelengensis",4266951,173
"4483","Tarsius pumilus",2436488,173
"4484","Tarsius sangirensis",4266953,173
"4485","Tarsius spectrum",2436486,182.4735831
"4486","Tarsius syrichta",2436484,114.2275
"4487","Tarsius tarsier",4266949,173
"4488","Tarsomys apoensis",2438756,114.11
"4489","Tasmacetus shepherdi",2440383,5600000
"4490","Tateomys rhinogradoides",2438701,84
"4491","Tatera brantsii",2438133,75
"4492","Tatera indica",2438134,123.235
"4493","Taterillus arenarius",2439214,47
"4494","Taterillus congicus",2439219,52
"4495","Taterillus emini",2439216,52
"4496","Taterillus gracilis",2439213,50.875
"4497","Taterillus lacustris",2439215,52
"4498","Taterillus pygargus",2439217,45.45
"4499","Taurotragus derbianus",5220168,621296.345
"4500","Taurotragus oryx",5220167,358163.5
"4501","Taxidea taxus",2434102,7679.375
"4502","Tayassu pecari",2440993,30545.7193966667
"4503","Tayassu tajacu",2440996,19000
"4504","Tenrec ecaudatus",5218435,825.94875
"4505","Tetracerus quadricornis",2441199,21666.6666666667
"4506","Thallomys loringi",2437941,124.595
"4507","Thallomys nigricauda",2437943,124.595
"4508","Thallomys paedulcus",2437942,101.2
"4509","Thallomys shortridgei",2437940,124.595
"4510","Thalpomys cerradensis",2438859,23.99
"4511","Thalpomys lasiotis",2438858,23.99
"4512","Thamnomys kempi",2438823,65
"4513","Thamnomys major",4264896,65
"4514","Thamnomys venustus",2438822,63.44
"4515","Thaptomys nigrita",4265133,19.9
"4516","Theropithecus gelada",2436553,16254.7033333333
"4517","Thomasomys apeco",4265171,87.99
"4518","Thomasomys aureus",2439176,87.99
"4519","Thomasomys baeops",2439169,77
"4520","Thomasomys bombycinus",2439161,114.5
"4521","Thomasomys caudivarius",4265166,61.365
"4522","Thomasomys cinereiventer",2439178,77
"4523","Thomasomys cinereus",2439163,77
"4524","Thomasomys cinnameus",4265167,77
"4525","Thomasomys daphne",2439179,77
"4526","Thomasomys eleusis",2439172,77
"4527","Thomasomys erro",4265168,77
"4528","Thomasomys gracilis",2439180,77
"4529","Thomasomys hudsoni",4265172,77
"4530","Thomasomys hylophilus",2439173,77
"4531","Thomasomys incanus",2439164,77
"4532","Thomasomys ischyrus",4265173,77
"4533","Thomasomys kalinowskii",2439174,77
"4534","Thomasomys ladewi",2439165,77
"4535","Thomasomys laniger",2439182,35.74
"4536","Thomasomys monochromos",2439166,56.37
"4537","Thomasomys niveipes",2439183,54.09
"4538","Thomasomys notatus",2439167,77
"4539","Thomasomys oreas",2439184,77
"4540","Thomasomys paramorum",2439175,77
"4541","Thomasomys popayanus",4265165,87.99
"4542","Thomasomys praetor",4265174,87.99
"4543","Thomasomys pyrrhonotus",2439168,82.495
"4544","Thomasomys rhoadsi",2439160,77
"4545","Thomasomys rosalinda",2439177,82.495
"4546","Thomasomys silvestris",2439170,77
"4547","Thomasomys taczanowskii",2439162,77
"4548","Thomasomys vestitus",2439171,76.5
"4549","Thomasomys vulcani",4265169,37
"4550","Thomomys bottae",2439385,119.375
"4551","Thomomys bulbivorus",2439390,105.07
"4552","Thomomys clusius",2439387,101.12
"4553","Thomomys idahoensis",2439384,101.12
"4554","Thomomys mazama",2439389,80.99
"4555","Thomomys monticola",2439386,80.495
"4556","Thomomys talpoides",2439383,112.373333333333
"4557","Thomomys townsendii",2439388,115.5
"4558","Thomomys umbrinus",2439382,90.15
"4559","Thoopterus nigrescens",2432784,66.12
"4560","Thrichomys apereoides",2439813,354.5625
"4561","Thrichomys inermis",4262997,348.25
"4562","Thrichomys pachyurus",4262995,373.5
"4563","Thryonomys gregorianus",2437635,2293.57
"4564","Thryonomys swinderianus",2437636,5226.95
"4565","Thylacinus cynocephalus",2435474,25000
"4566","Thylamys cinderella",2439913,31
"4567","Thylamys elegans",2439908,35
"4568","Thylamys karimii",2439909,24.88
"4569","Thylamys macrurus",2439911,37.415
"4570","Thylamys pallidior",2439916,15.34
"4571","Thylamys pusillus",2439914,28.21
"4572","Thylamys tatei",2439910,30
"4573","Thylamys velutinus",2439906,22.345
"4574","Thylamys venustus",2439907,31
"4575","Thylogale billardierii",2440162,4777.74928166667
"4576","Thylogale browni",2440169,5478
"4577","Thylogale brunii",2440170,4796
"4578","Thylogale stigmatica",2440164,4168.57833333333
"4579","Thylogale thetis",2440161,4066.70617633333
"4580","Thyroptera discifera",2432774,3.13
"4581","Thyroptera tricolor",2432773,4.52
"4582","Tlacuatzin canescens",2439932,47.73
"4583","Tokudaia muenninki",2438054,84.65
"4584","Tokudaia osimensis",2438055,84.65
"4585","Tolypeutes matacus",2440792,1249.75949675
"4586","Tolypeutes tricinctus",2440793,1465.72
"4587","Tomopeas ravus",5218455,5.61
"4588","Tonatia bidens",2433203,27.475
"4589","Tonatia saurophila",7261667,27.55
"4590","Trachops cirrhosus",2433300,36.9
"4591","Trachypithecus auratus",9204783,9719.8
"4592","Trachypithecus barbei",4267071,7071.5
"4593","Trachypithecus cristatus",2436542,6628.25
"4594","Trachypithecus delacouri",4267062,7325
"4595","Trachypithecus ebenus",4267084,7884.5
"4596","Trachypithecus francoisi",2436539,7464.875
"4597","Trachypithecus geei",2436536,9825
"4598","Trachypithecus germaini",4267065,7071.5
"4599","Trachypithecus hatinhensis",4267068,7884.5
"4600","Trachypithecus johnii",2436541,11725.25
"4601","Trachypithecus laotum",4267078,7604.75
"4602","Trachypithecus obscurus",2436535,7107.98
"4603","Trachypithecus phayrei",2436540,7823.94
"4604","Trachypithecus pileatus",2436538,11450
"4605","Trachypithecus poliocephalus",7262019,7604.75
"4606","Trachypithecus shortridgei",4267088,11450
"4607","Trachypithecus vetulus",2436534,7081.8
"4608","Tragelaphus angasii",5220181,113555.556666667
"4609","Tragelaphus buxtoni",5220178,216500.375
"4610","Tragelaphus eurycerus",5220180,295332.79
"4611","Tragelaphus imberbis",5220177,82300
"4612","Tragelaphus scriptus",5220182,54416.7966666667
"4613","Tragelaphus spekii",5220179,87500
"4614","Tragelaphus strepsiceros",5220183,209337.491966667
"4615","Tragulus javanicus",5220187,1919.86625
"4616","Tragulus kanchil",7261464,3850
"4617","Tragulus napu",5220186,5616.66666666667
"4618","Tragulus nigricans",5706471,3850
"4619","Tragulus williamsoni",5706453,3850
"4620","Tremarctos ornatus",2433401,109250
"4621","Triaenops auritus",4265487,5.56
"4622","Triaenops furculus",8402591,5.56
"4623","Triaenops persicus",2432682,13.18
"4624","Triaenops rufus",4265485,11.14
"4625","Trichechus inunguis",2435292,345398.64875
"4626","Trichechus manatus",2435296,349197.31676
"4627","Trichechus senegalensis",2435294,477000
"4628","Trichosurus arnhemensis",2440253,1993.5
"4629","Trichosurus caninus",2440251,3171.691123
"4630","Trichosurus johnstonii",2440252,2005
"4631","Trichosurus vulpecula",2440254,2198.970481
"4632","Trichys fasciculata",2439429,1750
"4633","Trinomys albispinus",8909441,284.99
"4634","Trinomys dimidiatus",4262940,167.6
"4635","Trinomys iheringi",4262953,220.39
"4636","Trinomys myosuros",4262954,284.99
"4637","Trinomys setosus",4262946,284.99
"4638","Trinycteris nicefori",4265371,8.25
"4639","Tryphomys adustus",2438378,104.94
"4640","Tscherskia triton",2438828,25
"4641","Tupaia belangeri",2436268,195.333333333333
"4642","Tupaia chrysogaster",2436278,159
"4643","Tupaia dorsalis",2436297,168.05
"4644","Tupaia glis",2436271,151.25
"4645","Tupaia gracilis",2436279,111.95
"4646","Tupaia longipes",2436272,163.525
"4647","Tupaia minor",2436283,58.6
"4648","Tupaia moellendorffi",2436319,168.05
"4649","Tupaia montana",2436299,225.525
"4650","Tupaia nicobarica",2436288,170.25
"4651","Tupaia palawanensis",2436302,168.05
"4652","Tupaia picta",2436275,168.05
"4653","Tupaia splendidula",2436291,168.05
"4654","Tupaia tana",2436303,197.8
"4655","Tursiops aduncus",2440455,141150
"4656","Tursiops truncatus",2440447,181691.695175
"4657","Tylomys bullaris",2438537,280
"4658","Tylomys mirae",2438539,183.6
"4659","Tylomys nudicaudus",2438536,280
"4660","Tylomys tumbalensis",2438538,280
"4661","Tylomys watsoni",2438535,224
"4662","Tylonycteris pachypus",2432343,4.05
"4663","Tylonycteris robustula",2432344,7.98
"4664","Tympanoctomys barrerae",2439645,75.055
"4665","Uncia uncia",2435238,49270.8333333333
"4666","Uranomys ruddi",2439014,41.24
"4667","Urocitellus beldingi",8428945,293.7
"4668","Urocitellus columbianus",7786966,440.3175
"4669","Urocitellus parryii",8303143,686.059379
"4670","Urocitellus richardsonii",7905336,266.3
"4671","Urocyon cinereoargenteus",2434566,4573.33333333333
"4672","Urocyon littoralis",2434559,1906.835
"4673","Uroderma bilobatum",2433156,16.48
"4674","Uroderma magnirostrum",2433155,17.3
"4675","Urogale everetti",2436324,320.2
"4676","Uromys anak",2438190,745.38
"4677","Uromys caudimaculatus",2438194,731.71
"4678","Uromys hadrourus",2438192,149.11
"4679","Uromys imperator",2438196,1000
"4680","Uromys neobritannicus",4264975,612.49
"4681","Uromys porculus",2438191,287.54
"4682","Uromys rex",2438195,419.99
"4683","Uromys siebersi",4264977,634.71
"4684","Uropsilus andersoni",2436254,16
"4685","Uropsilus gracilis",2436253,16
"4686","Uropsilus investigator",2436255,14.76
"4687","Uropsilus soricipes",2436252,16
"4688","Urotrichus talpoides",2436119,18.85
"4689","Ursus americanus",2433407,128288.75
"4690","Ursus arctos",2433433,196762.046716667
"4691","Ursus maritimus",2433451,325134.2025
"4692","Ursus thibetanus",9335699,102404.73
"4693","Ursus ursinus",9335260,100000
"4694","Vampyressa bidens",2433189,11.91
"4695","Vampyressa brocki",2433187,48
"4696","Vampyressa melissa",2433190,16.58
"4697","Vampyressa nymphaea",2433188,69
"4698","Vampyressa pusilla",2433186,8.7925
"4699","Vampyressa thyone",4265374,8.77
"4700","Vampyrodes caraccioli",2433218,35.89
"4701","Vampyrum spectrum",2433341,171.61
"4702","Vandeleuria nolthenii",2439080,56.6
"4703","Varecia rubra",4266945,3635.65
"4704","Varecia variegata",2436424,3471.223153
"4705","Vespadelus baverstocki",4266269,4.3
"4706","Vespadelus caurinus",4266266,6.79
